opportunity_id,outlet_id,outlet_name,territory_id,rep_id,outlet_type,tier,opportunity_type,score,priority,evidence,recommended_action,status
OPP-000968,1794,Datta Mart,8,55,Convenience,A,REVENUE_RECOVERY,85,HIGH,"[""Revenue declined 64.3% vs previous 30d"", ""Revenue gap of \u20b914,522"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000969,1796,Aggarwal Retail,1,27,Pharmacy,C,REVENUE_RECOVERY,70,MEDIUM,"[""Revenue declined 67.9% vs previous 30d"", ""Revenue gap of \u20b91,092"", ""Order frequency declined 66.7%"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000970,1800,Samra Traders,12,78,Modern Trade,A,REVENUE_RECOVERY,88,HIGH,"[""Revenue declined 45.1% vs previous 30d"", ""Revenue gap of \u20b98,220"", ""Order frequency declined 33.3%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000971,1801,Wali Mart,5,47,General Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 66.9% vs previous 30d"", ""Revenue gap of \u20b913,352"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000972,1805,Sharma General Store,8,34,General Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b910,831"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000973,1805,Sharma General Store,8,34,General Trade,A,INACTIVE_OUTLET,85,HIGH,"[""No order for 49 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b910,831""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000974,1806,Pal Mart,4,48,Pharmacy,C,REVENUE_RECOVERY,50,LOW,"[""Revenue declined 55.7% vs previous 30d"", ""Revenue gap of \u20b91,535""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000975,1808,Majumdar Retail,2,37,General Trade,C,REVENUE_RECOVERY,43,LOW,"[""Revenue declined 38.8% vs previous 30d"", ""Revenue gap of \u20b91,319""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000976,1809,Gulati Traders,4,62,Convenience,A,REVENUE_RECOVERY,95,HIGH,"[""Revenue declined 62.8% vs previous 30d"", ""Revenue gap of \u20b914,859"", ""Order frequency declined 33.3%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000977,1811,Balay Mart,12,66,Pharmacy,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,617"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000978,1811,Balay Mart,12,66,Pharmacy,C,INACTIVE_OUTLET,75,HIGH,"[""No order for 45 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b92,617""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000979,1814,Khosla Supermarket,3,83,General Trade,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b94,392"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000980,1814,Khosla Supermarket,3,83,General Trade,C,INACTIVE_OUTLET,75,HIGH,"[""No order for 50 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b94,392""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000981,1815,Jhaveri General Store,6,98,Convenience,B,REVENUE_RECOVERY,65,MEDIUM,"[""Revenue declined 100.0% vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000982,1815,Jhaveri General Store,6,98,Convenience,B,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 51 days"", ""Zero revenue in current 30d""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000983,1817,Chaudhuri Traders,5,42,General Trade,C,REVENUE_RECOVERY,70,MEDIUM,"[""Revenue declined 52.9% vs previous 30d"", ""Revenue gap of \u20b91,296"", ""Order frequency declined 50.0%"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000984,1820,Bava General Store,5,51,Convenience,A,STOCK_RISK,20,LOW,"[""1 stockout event(s) in last 90d""]",Review outlet inventory and prioritize replenishment of affected SKUs before another stockout causes lost sales.,OPEN
OPP-000985,1821,Konda Supermarket,12,50,Supermarket,C,REVENUE_RECOVERY,65,MEDIUM,"[""Revenue declined 100.0% vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000986,1821,Konda Supermarket,12,50,Supermarket,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 57 days"", ""Zero revenue in current 30d""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000987,1828,Bhalla Mart,6,72,General Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 86.6% vs previous 30d"", ""Revenue gap of \u20b915,344"", ""Order frequency declined 83.3%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000988,1829,Dey Retail,6,80,General Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b913,333"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000989,1829,Dey Retail,6,80,General Trade,C,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 34 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b913,333""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000990,1830,Thakur Mart,10,21,Modern Trade,A,REVENUE_RECOVERY,62,MEDIUM,"[""Revenue declined 19.3% vs previous 30d"", ""Revenue gap of \u20b94,854"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000991,1832,Kaur Mart,12,19,General Trade,B,REVENUE_RECOVERY,70,MEDIUM,"[""Revenue declined 48.9% vs previous 30d"", ""Revenue gap of \u20b94,316"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000992,1835,Khalsa Traders,7,28,General Trade,B,REVENUE_RECOVERY,52,LOW,"[""Revenue declined 25.4% vs previous 30d"", ""Revenue gap of \u20b94,540"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000993,1836,Mittal Supermarket,12,53,General Trade,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,445"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000994,1836,Mittal Supermarket,12,53,General Trade,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 37 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b93,445""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000995,1839,Kant General Store,12,30,Convenience,B,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,236"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000996,1839,Kant General Store,12,30,Convenience,B,INACTIVE_OUTLET,75,HIGH,"[""No order for 53 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b93,236""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000997,1843,Bhat Traders,12,18,Pharmacy,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,995"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000998,1843,Bhat Traders,12,18,Pharmacy,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 40 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b91,995""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000999,1844,Gill Mart,10,6,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 82.8% vs previous 30d"", ""Revenue gap of \u20b98,419"", ""Order frequency declined 75.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001000,1846,Tandon General Store,6,65,Convenience,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b912,887"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001001,1846,Tandon General Store,6,65,Convenience,A,INACTIVE_OUTLET,85,HIGH,"[""No order for 46 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b912,887""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001002,1847,Batta Retail,4,22,Pharmacy,C,REVENUE_RECOVERY,43,LOW,"[""Revenue declined 34.4% vs previous 30d"", ""Revenue gap of \u20b9789""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001003,1850,Vohra Supermarket,12,92,General Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,228"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001004,1850,Vohra Supermarket,12,92,General Trade,C,INACTIVE_OUTLET,75,HIGH,"[""No order for 48 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b91,228""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001005,1851,Nagar Mart,5,31,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b912,066"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001006,1851,Nagar Mart,5,31,Convenience,B,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 33 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b912,066""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001007,1852,Saha General Store,4,4,Modern Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 84.9% vs previous 30d"", ""Revenue gap of \u20b929,895"", ""Order frequency declined 60.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001008,1854,Dixit Traders,5,90,Supermarket,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b914,687"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001009,1854,Dixit Traders,5,90,Supermarket,B,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 39 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b914,687""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001010,1856,Puri Traders,5,90,Convenience,C,REVENUE_RECOVERY,65,MEDIUM,"[""Revenue declined 43.7% vs previous 30d"", ""Revenue gap of \u20b92,613"", ""Order frequency declined 33.3%""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001011,1857,Gour Traders,6,80,General Trade,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,833"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001012,1857,Gour Traders,6,80,General Trade,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 34 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b93,833""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001013,1858,Yogi General Store,12,61,Modern Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b924,992"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001014,1858,Yogi General Store,12,61,Modern Trade,B,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 39 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b924,992""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001015,1861,Kar Traders,10,100,General Trade,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b94,539"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001016,1861,Kar Traders,10,100,General Trade,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 35 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b94,539""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001017,1867,Saha Retail,9,73,Pharmacy,B,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,938"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001018,1867,Saha Retail,9,73,Pharmacy,B,INACTIVE_OUTLET,75,HIGH,"[""No order for 54 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b92,938""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001019,1868,Wagle Traders,5,82,General Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 92.3% vs previous 30d"", ""Revenue gap of \u20b930,310"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001020,1872,Kumer Mart,12,30,Pharmacy,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 98.5% vs previous 30d"", ""Revenue gap of \u20b943,024"", ""Order frequency declined 88.9%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001021,1874,Narayanan Mart,4,41,Modern Trade,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,006"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001022,1874,Narayanan Mart,4,41,Modern Trade,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 38 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b92,006""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001023,1875,Brar Supermarket,7,13,General Trade,B,REVENUE_RECOVERY,52,LOW,"[""Revenue declined 24.5% vs previous 30d"", ""Revenue gap of \u20b92,724"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001024,1878,Chanda Retail,10,100,Pharmacy,A,REVENUE_RECOVERY,93,HIGH,"[""Revenue declined 46.2% vs previous 30d"", ""Revenue gap of \u20b923,579"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001025,1879,Wason Supermarket,4,96,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 87.4% vs previous 30d"", ""Revenue gap of \u20b97,914"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001026,1885,Bora Retail,4,81,Supermarket,B,REVENUE_RECOVERY,62,MEDIUM,"[""Revenue declined 29.4% vs previous 30d"", ""Revenue gap of \u20b94,735"", ""Order frequency declined 40.0%"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001027,1886,Guha Supermarket,4,41,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b95,492"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001028,1886,Guha Supermarket,4,41,Modern Trade,C,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 41 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b95,492""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001029,1887,Kalla Supermarket,3,67,Pharmacy,B,REVENUE_RECOVERY,47,LOW,"[""Revenue declined 19.9% vs previous 30d"", ""Revenue gap of \u20b93,301""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001030,1888,Srinivas Retail,12,18,Convenience,A,REVENUE_RECOVERY,42,LOW,"[""Revenue gap of \u20b93,547"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001031,1893,Kakar Mart,12,36,Supermarket,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,558"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001032,1893,Kakar Mart,12,36,Supermarket,C,INACTIVE_OUTLET,75,HIGH,"[""No order for 59 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b91,558""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001033,1896,Srinivas Supermarket,7,13,General Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b99,943"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001034,1896,Srinivas Supermarket,7,13,General Trade,B,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 36 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b99,943""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001035,1897,Kibe Mart,9,93,Modern Trade,B,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,211"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001036,1897,Kibe Mart,9,93,Modern Trade,B,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 41 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b93,211""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001037,1900,Khatri Mart,9,35,Pharmacy,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b923,018"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001038,1900,Khatri Mart,9,35,Pharmacy,A,INACTIVE_OUTLET,85,HIGH,"[""No order for 50 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b923,018""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001039,1901,Nagy General Store,1,23,Modern Trade,B,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 82.1% vs previous 30d"", ""Revenue gap of \u20b93,796"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001040,1904,Shukla Supermarket,10,63,Supermarket,C,REVENUE_RECOVERY,63,MEDIUM,"[""Revenue declined 31.3% vs previous 30d"", ""Revenue gap of \u20b91,196"", ""Order frequency declined 50.0%"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001041,1905,Walla Retail,12,50,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b96,046"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001042,1905,Walla Retail,12,50,Modern Trade,C,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 32 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b96,046""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001043,1906,Parmer Mart,1,49,Modern Trade,C,REVENUE_RECOVERY,43,LOW,"[""Revenue declined 44.7% vs previous 30d"", ""Revenue gap of \u20b9955""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001044,1912,Shukla Mart,1,49,General Trade,A,STOCK_RISK,35,LOW,"[""2 stockout events in last 90d""]",Review outlet inventory and prioritize replenishment of affected SKUs before another stockout causes lost sales.,OPEN
OPP-001045,1923,Babu Traders,9,93,Convenience,C,REVENUE_RECOVERY,35,LOW,"[""Revenue declined 21.4% vs previous 30d"", ""Revenue gap of \u20b9770""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001046,1925,Sahni Retail,1,27,Supermarket,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b95,193"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001047,1925,Sahni Retail,1,27,Supermarket,C,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 35 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b95,193""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001048,1926,Merchant Retail,1,49,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 69.2% vs previous 30d"", ""Revenue gap of \u20b98,727"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001049,1928,Hayre Traders,12,19,Supermarket,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,866"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001050,1928,Hayre Traders,12,19,Supermarket,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 37 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b93,866""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001051,1932,Korpal Retail,2,9,Convenience,B,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,583"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001052,1932,Korpal Retail,2,9,Convenience,B,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 34 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b92,583""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001053,1933,Tata General Store,4,96,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 59.9% vs previous 30d"", ""Revenue gap of \u20b97,591"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001054,1934,Nazareth Supermarket,4,58,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 81.5% vs previous 30d"", ""Revenue gap of \u20b913,657"", ""Order frequency declined 75.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
