opportunity_id,outlet_id,outlet_name,territory_id,rep_id,outlet_type,tier,opportunity_type,score,severity,evidence,recommended_action,status
OPP-001070,1926,Merchant Retail,1,49,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 69.2% vs previous 30d"", ""Revenue gap of \u20b98,727 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001071,1928,Hayre Traders,12,19,Supermarket,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,866 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001072,1928,Hayre Traders,12,19,Supermarket,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 37 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001073,1932,Korpal Retail,2,9,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,583 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001074,1932,Korpal Retail,2,9,Convenience,B,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 34 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001075,1933,Tata General Store,4,96,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 59.9% vs previous 30d"", ""Revenue gap of \u20b97,591 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001076,1934,Nazareth Supermarket,4,58,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 81.5% vs previous 30d"", ""Revenue gap of \u20b913,657 vs previous 30d"", ""Order frequency declined 75.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001077,1937,Swaminathan Retail,10,43,Modern Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 68.3% vs previous 30d"", ""Revenue gap of \u20b91,231 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001078,1939,Ganguly Traders,4,25,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b95,566 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001079,1939,Ganguly Traders,4,25,Modern Trade,C,INACTIVE_OUTLET,80,HIGH,"[""No order for 41 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b95,566""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001080,1940,Pandey General Store,4,1,Supermarket,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 55.5% vs previous 30d"", ""Revenue gap of \u20b923,809 vs previous 30d"", ""Order frequency declined 42.9%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001081,1943,Suresh Supermarket,4,81,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 66.8% vs previous 30d"", ""Revenue gap of \u20b97,870 vs previous 30d"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001082,1944,Gour Retail,6,29,Supermarket,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 70.4% vs previous 30d"", ""Revenue gap of \u20b98,188 vs previous 30d"", ""Order frequency declined 33.3%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001083,1950,Ahuja Traders,5,51,Modern Trade,B,REVENUE_RECOVERY,70,MEDIUM,"[""Revenue declined 34.0% vs previous 30d"", ""Revenue gap of \u20b96,837 vs previous 30d"", ""Order frequency declined""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001084,1951,Sachar Supermarket,7,44,Pharmacy,C,REVENUE_RECOVERY,90,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b9708 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001085,1951,Sachar Supermarket,7,44,Pharmacy,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 42 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001086,1952,Devan Traders,9,95,Pharmacy,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b912,398 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001087,1952,Devan Traders,9,95,Pharmacy,A,INACTIVE_OUTLET,80,HIGH,"[""No order for 47 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b912,398""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001088,1958,Tiwari Retail,7,13,General Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 60.4% vs previous 30d"", ""Revenue gap of \u20b94,249 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001089,1960,Prakash Retail,4,54,Supermarket,C,REVENUE_RECOVERY,75,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001090,1960,Prakash Retail,4,54,Supermarket,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 50 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001091,1962,Subramanian Retail,9,93,Supermarket,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 89.7% vs previous 30d"", ""Revenue gap of \u20b98,788 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001092,1963,Sura Supermarket,12,53,Convenience,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b95,034 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001093,1963,Sura Supermarket,12,53,Convenience,C,INACTIVE_OUTLET,80,HIGH,"[""No order for 33 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b95,034""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001094,1964,Babu Traders,7,84,Modern Trade,B,REVENUE_RECOVERY,60,MEDIUM,"[""Revenue declined 20.1% vs previous 30d"", ""Revenue gap of \u20b91,717 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001095,1966,Wali Traders,12,18,Supermarket,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b912,341 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001096,1967,Sabharwal Traders,4,1,General Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,321 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001097,1967,Sabharwal Traders,4,1,General Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 50 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001098,1968,Arora Supermarket,10,6,Pharmacy,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 21.0% vs previous 30d"", ""Revenue gap of \u20b92,908 vs previous 30d"", ""Order frequency declined 25.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001099,1971,Maharaj Traders,9,95,Convenience,B,REVENUE_RECOVERY,50,MEDIUM,"[""Revenue declined 18.2% vs previous 30d"", ""Revenue gap of \u20b9898 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001100,1972,Wason General Store,4,26,Pharmacy,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b97,077 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001101,1972,Wason General Store,4,26,Pharmacy,C,INACTIVE_OUTLET,80,HIGH,"[""No order for 34 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b97,077""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001102,1978,Chhabra Retail,1,3,Convenience,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b95,420 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001103,1978,Chhabra Retail,1,3,Convenience,C,INACTIVE_OUTLET,80,HIGH,"[""No order for 36 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b95,420""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001104,1979,Char Retail,7,28,General Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 33.4% vs previous 30d"", ""Revenue gap of \u20b91,319 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001105,1983,Handa General Store,2,40,General Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b95,599 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001106,1983,Handa General Store,2,40,General Trade,C,INACTIVE_OUTLET,80,HIGH,"[""No order for 34 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b95,599""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001107,1984,Vyas Retail,5,31,Modern Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 49.1% vs previous 30d"", ""Revenue gap of \u20b91,487 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001108,1987,Loke Mart,6,80,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,933 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001109,1987,Loke Mart,6,80,Modern Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 36 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001110,1990,Prakash General Store,10,100,Modern Trade,C,REVENUE_RECOVERY,40,MEDIUM,"[""Revenue declined 14.1% vs previous 30d"", ""Order frequency declined 33.3%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001111,1992,Sharaf Retail,4,1,Supermarket,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 67.8% vs previous 30d"", ""Revenue gap of \u20b96,424 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001112,1993,Kohli General Store,4,60,Convenience,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 91.3% vs previous 30d"", ""Revenue gap of \u20b917,502 vs previous 30d"", ""Order frequency declined 80.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001113,1994,Kara Supermarket,12,18,Supermarket,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 82.1% vs previous 30d"", ""Revenue gap of \u20b92,922 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001114,1996,Buch Traders,6,86,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,583 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001115,1996,Buch Traders,6,86,Modern Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 56 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001116,1999,Ravi Retail,12,15,Supermarket,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 87.9% vs previous 30d"", ""Revenue gap of \u20b91,272 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001117,2000,Raghavan Retail,2,75,Supermarket,B,REVENUE_RECOVERY,90,HIGH,"[""Revenue declined 19.2% vs previous 30d"", ""Revenue gap of \u20b9589 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001118,2003,Bhalla Supermarket,12,18,General Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 64.3% vs previous 30d"", ""Revenue gap of \u20b921,292 vs previous 30d"", ""Order frequency declined 42.9%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001119,2004,Andra Retail,5,47,Modern Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b95,005 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001120,2004,Andra Retail,5,47,Modern Trade,B,INACTIVE_OUTLET,80,HIGH,"[""No order for 55 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b95,005""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001121,2006,Butala Supermarket,10,94,Modern Trade,A,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 16.2% vs previous 30d"", ""Revenue gap of \u20b94,649 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001122,2007,Tata Mart,9,35,Pharmacy,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b97,678 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001123,2009,Narula Mart,12,53,Convenience,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 45.5% vs previous 30d"", ""Revenue gap of \u20b93,074 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001124,2012,Basak General Store,12,30,Pharmacy,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,958 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001125,2012,Basak General Store,12,30,Pharmacy,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 36 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001126,2013,Karpe General Store,6,74,General Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 51.0% vs previous 30d"", ""Revenue gap of \u20b94,352 vs previous 30d"", ""Order frequency declined 75.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001127,2015,Soman Mart,3,67,Modern Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b97,184 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001128,2015,Soman Mart,3,67,Modern Trade,B,INACTIVE_OUTLET,80,HIGH,"[""No order for 31 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b97,184""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001129,2018,Borde Mart,2,37,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 55.5% vs previous 30d"", ""Revenue gap of \u20b92,730 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001130,2021,Gola Supermarket,3,83,Convenience,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 41.6% vs previous 30d"", ""Revenue gap of \u20b94,163 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001131,2023,Babu Supermarket,4,96,General Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 77.0% vs previous 30d"", ""Revenue gap of \u20b921,483 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001132,2024,Johal Supermarket,8,97,Convenience,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,459 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001133,2024,Johal Supermarket,8,97,Convenience,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 52 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001134,2025,Dhawan Retail,4,1,Convenience,C,REVENUE_RECOVERY,60,MEDIUM,"[""Revenue declined 57.1% vs previous 30d"", ""Revenue gap of \u20b94,633 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001135,2027,Bose Supermarket,4,26,Convenience,C,REVENUE_RECOVERY,60,MEDIUM,"[""Revenue declined 84.5% vs previous 30d"", ""Revenue gap of \u20b95,167 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001136,2030,Khosla General Store,12,18,Modern Trade,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 23.8% vs previous 30d"", ""Revenue gap of \u20b94,679 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001137,2031,Ramachandran Mart,6,14,Modern Trade,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 23.2% vs previous 30d"", ""Revenue gap of \u20b91,752 vs previous 30d"", ""Order frequency declined 33.3%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001138,2032,Zachariah Supermarket,6,5,Pharmacy,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 21.7% vs previous 30d"", ""Revenue gap of \u20b95,644 vs previous 30d"", ""Order frequency declined 40.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001139,2033,Narula Mart,4,58,Convenience,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 59.7% vs previous 30d"", ""Revenue gap of \u20b926,989 vs previous 30d"", ""Order frequency declined 57.1%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001140,2035,Dey Retail,10,63,General Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 63.6% vs previous 30d"", ""Revenue gap of \u20b91,197 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001141,2036,Brar Retail,12,36,Supermarket,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b97,749 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001142,2036,Brar Retail,12,36,Supermarket,B,INACTIVE_OUTLET,80,HIGH,"[""No order for 45 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b97,749""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001143,2037,Tella Supermarket,4,4,General Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 93.2% vs previous 30d"", ""Revenue gap of \u20b94,128 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001144,2039,Bera Mart,9,85,General Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,866 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001145,2039,Bera Mart,9,85,General Trade,B,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 34 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001146,2040,Chaudhari Traders,5,47,Modern Trade,C,REVENUE_RECOVERY,70,MEDIUM,"[""Revenue declined 15.7% vs previous 30d"", ""Revenue gap of \u20b9682 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001147,2042,Kata Mart,6,14,General Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 40.4% vs previous 30d"", ""Revenue gap of \u20b91,117 vs previous 30d"", ""Order frequency declined 66.7%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001148,2045,Ranganathan Traders,8,55,Supermarket,C,REVENUE_RECOVERY,75,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001149,2045,Ranganathan Traders,8,55,Supermarket,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 53 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001150,2046,Narain Supermarket,4,26,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,019 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001151,2046,Narain Supermarket,4,26,Pharmacy,B,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 43 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001152,2048,Mahajan Mart,5,51,General Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 45.7% vs previous 30d"", ""Revenue gap of \u20b92,019 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
