global_rank,type_rank,opportunity_id,outlet_id,opportunity_type,priority_score,priority_band,action_urgency,score,priority,evidence,recommended_action,revenue_30d,revenue_previous_30d,revenue_per_visit_30d,target_achievement_pct,revenue_index_vs_peer,visits_30d,productive_visits_30d,ev_target_category,ev_territory_category_rank,ev_territory_category_orders_90d,ev_current_category_count_90d,ev_revenue_previous_30d,ev_revenue_30d,ev_revenue_growth_30d,ev_revenue_gap_vs_previous_30d,ev_orders_previous_30d,ev_orders_30d,ev_revenue_index_vs_peer,ev_days_since_last_order,ev_stockout_events_90d,ev_stockout_rate_90d,ev_avg_closing_stock_90d
803,313,OPP-000409,646,Cross-Sell,53.87,P3,Monitor,87.0,HIGH,"{""target_category"": ""Home Care"", ""territory_category_rank"": 2, ""territory_category_orders_90d"": 835, ""current_category_count_90d"": 3}","Introduce Home Care during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,4086.29,0.0,0.0,0.0,1.0,0.0,Home Care,2.0,835.0,3.0,,,,,,,,,,,
804,314,OPP-000428,675,Cross-Sell,53.87,P3,Monitor,87.0,HIGH,"{""target_category"": ""Home Care"", ""territory_category_rank"": 2, ""territory_category_orders_90d"": 835, ""current_category_count_90d"": 3}","Introduce Home Care during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",2286.82,0.0,762.2733333333334,10.911077500035784,1.2317246579769472,3.0,2.0,Home Care,2.0,835.0,3.0,,,,,,,,,,,
805,315,OPP-001630,2410,Cross-Sell,53.87,P3,Monitor,87.0,HIGH,"{""target_category"": ""Home Care"", ""territory_category_rank"": 2, ""territory_category_orders_90d"": 835, ""current_category_count_90d"": 3}","Introduce Home Care during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,Home Care,2.0,835.0,3.0,,,,,,,,,,,
806,316,OPP-002015,2943,Cross-Sell,53.87,P3,Monitor,87.0,HIGH,"{""target_category"": ""Home Care"", ""territory_category_rank"": 2, ""territory_category_orders_90d"": 835, ""current_category_count_90d"": 3}","Introduce Home Care during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,1329.36,0.0,0.0,0.0,1.0,0.0,Home Care,2.0,835.0,3.0,,,,,,,,,,,
807,306,OPP-000173,272,Revenue Recovery,53.61,P3,Monitor,60.0,MEDIUM,"{""revenue_previous_30d"": 20514.06, ""revenue_30d"": 7964.55, ""revenue_growth_30d"": -0.6118, ""revenue_gap_vs_previous_30d"": 12549.51, ""orders_previous_30d"": 5, ""orders_30d"": 2, ""revenue_index_vs_peer"": 1.582}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",7964.55,20514.06,3982.275,19.840341616926,1.581761743233689,2.0,1.0,,,,,20514.06,7964.55,-0.6118,12549.51,5.0,2.0,1.582,,,,
808,307,OPP-001394,2099,Revenue Recovery,53.59,P3,Monitor,60.0,MEDIUM,"{""revenue_previous_30d"": 16641.8, ""revenue_30d"": 8424.9, ""revenue_growth_30d"": -0.4938, ""revenue_gap_vs_previous_30d"": 8216.9, ""orders_previous_30d"": 3, ""orders_30d"": 2, ""revenue_index_vs_peer"": 0.416}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",8424.900000000001,16641.8,1684.9800000000002,12.37165812583822,0.4164880813785351,5.0,4.0,,,,,16641.8,8424.9,-0.4938,8216.9,3.0,2.0,0.416,,,,
809,308,OPP-001140,1736,Revenue Recovery,53.48,P3,Monitor,60.0,MEDIUM,"{""revenue_previous_30d"": 19037.75, ""revenue_30d"": 7889.34, ""revenue_growth_30d"": -0.5856, ""revenue_gap_vs_previous_30d"": 11148.41, ""orders_previous_30d"": 5, ""orders_30d"": 1, ""revenue_index_vs_peer"": 1.395}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",7889.34,19037.75,1972.335,18.732806048186998,1.3947905782765733,4.0,1.0,,,,,19037.75,7889.34,-0.5856,11148.41,5.0,1.0,1.395,,,,
810,309,OPP-001678,2484,Revenue Recovery,53.45,P3,Monitor,62.09,MEDIUM,"{""revenue_previous_30d"": 6852.94, ""revenue_30d"": 2099.11, ""revenue_growth_30d"": -0.6937, ""revenue_gap_vs_previous_30d"": 4753.83, ""orders_previous_30d"": 1, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.098}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",2099.11,6852.94,1049.555,3.6317215551535136,0.0977390132601935,2.0,0.0,,,,,6852.94,2099.11,-0.6937,4753.83,1.0,1.0,0.098,,,,
811,310,OPP-001905,2788,Revenue Recovery,53.34,P3,Monitor,67.25,MEDIUM,"{""revenue_previous_30d"": 9294.4, ""revenue_30d"": 1692.76, ""revenue_growth_30d"": -0.8179, ""revenue_gap_vs_previous_30d"": 7601.64, ""orders_previous_30d"": 3, ""orders_30d"": 1, ""revenue_index_vs_peer"": 1.588}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",1692.76,9294.4,1692.76,7.913935784710427,1.5883572762331923,1.0,1.0,,,,,9294.4,1692.76,-0.8179,7601.64,3.0,1.0,1.588,,,,
812,181,OPP-000850,1311,Inactive Outlet,53.32,P3,Monitor,70.0,MEDIUM,"{""revenue_previous_30d"": 5683.39, ""revenue_30d"": 0.0, ""orders_previous_30d"": 2, ""orders_30d"": 0, ""days_since_last_order"": 42}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,5683.389999999999,0.0,0.0,0.0,0.0,0.0,,,,,5683.39,0.0,,,2.0,0.0,,42.0,,,
813,182,OPP-002009,2937,Inactive Outlet,53.32,P3,Monitor,70.0,MEDIUM,"{""revenue_previous_30d"": 4377.54, ""revenue_30d"": 0.0, ""orders_previous_30d"": 2, ""orders_30d"": 0, ""days_since_last_order"": 50}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,4377.54,0.0,0.0,0.0,4.0,3.0,,,,,4377.54,0.0,,,2.0,0.0,,50.0,,,
814,311,OPP-001514,2255,Revenue Recovery,53.3,P3,Monitor,69.4,MEDIUM,"{""revenue_previous_30d"": 5078.13, ""revenue_30d"": 948.84, ""revenue_growth_30d"": -0.8132, ""revenue_gap_vs_previous_30d"": 4129.29, ""orders_previous_30d"": 1, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.168}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",948.84,5078.13,316.28000000000003,2.296478123627992,0.1677495319370117,3.0,3.0,,,,,5078.13,948.84,-0.8132,4129.29,1.0,1.0,0.168,,,,
815,6,OPP-000012,17,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,17586.45,14797.11,17586.45,51.21129403487848,3.492673636211978,1.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
816,7,OPP-000023,39,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,7180.76,863.92,0.0,18.63686537224237,1.5654674376904167,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
817,8,OPP-000030,49,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,935.41,0.0,0.0,0.0,3.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
818,9,OPP-000032,51,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,13458.65,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
819,10,OPP-000052,81,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,7522.66,3534.26,0.0,34.46333403732177,4.0518474631046,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
820,11,OPP-000075,126,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,1647.4,0.0,549.1333333333333,10.188771199806046,1.353845648118472,3.0,3.0,,,,,,,,,,,,,10.0,0.0513,0.949
821,12,OPP-000078,128,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,15280.77,2102.37,5093.59,41.3840703190421,3.1600566630821407,3.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
822,13,OPP-000087,144,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,19505.86,9819.62,9752.93,32.851924940240096,0.9766361188224104,2.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
823,14,OPP-000132,218,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,1562.58,0.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
824,15,OPP-000133,219,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,5749.1900000000005,5345.81,5749.1900000000005,17.33319424625709,1.141790659432321,1.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
825,16,OPP-000139,232,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,779.66,0.0,259.88666666666666,4.031761381118474,0.6407304224912272,3.0,3.0,,,,,,,,,,,,,10.0,0.0513,0.949
826,17,OPP-000167,264,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,3072.7,2379.73,1536.35,14.359303638964477,2.52516785417848,2.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
827,18,OPP-000177,286,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,5028.11,3255.6000000000004,2514.055,34.794614328742995,3.9704591039024617,2.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
828,19,OPP-000227,372,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,36999.84,13218.63,36999.84,64.09162717219589,1.8291009237988316,1.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
829,20,OPP-000241,391,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,1475.75,1805.04,368.9375,18.423217547707733,1.0338727756760544,4.0,3.0,,,,,,,,,,,,,10.0,0.0513,0.949
830,21,OPP-000249,407,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,1842.04,3405.25,614.0133333333333,9.15655631482957,0.9921577076376172,3.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
831,22,OPP-000307,488,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,1172.42,7407.76,586.21,5.956755828492664,0.6314876656253368,2.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
832,23,OPP-000332,533,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,15890.57,3346.63,3972.6425,44.22075746410706,2.8093626741203157,4.0,3.0,,,,,,,,,,,,,10.0,0.0513,0.949
833,24,OPP-000348,554,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,4383.7,2505.25,4383.7,23.873097958830247,2.3611440267155013,1.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
834,25,OPP-000369,592,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,5006.68,2738.18,1001.336,12.215982219693364,0.9943279764221766,5.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
835,26,OPP-000383,609,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,3052.17,9736.37,610.434,7.531314780319688,0.6311874431301182,5.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
836,27,OPP-000430,680,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,38430.11,33801.770000000004,12810.036666666669,53.25244287780754,1.8998068559942616,3.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
837,28,OPP-000450,710,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,12442.98,0.0,0.0,29.334342972606542,2.573202911737943,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
838,29,OPP-000464,735,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,12170.36,16663.37,0.0,45.9822045749239,2.6532431504422846,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
839,30,OPP-000466,739,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
840,31,OPP-000469,745,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,15920.77,15611.29,7960.385,23.77113860486589,0.8301447912106935,2.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
841,32,OPP-000481,762,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,1916.65,0.0,0.0,10.183717634756997,1.3272923692721066,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
842,33,OPP-000483,764,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,28323.78,14629.32,28323.78,49.17869346594066,1.3188152640875443,1.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
843,34,OPP-000513,804,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,3355.24,4147.65,1677.62,18.48744403884565,3.148302102784007,2.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
844,35,OPP-000524,824,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,9729.95,21887.21,2432.4875,23.580400490804447,2.1654352035252487,4.0,3.0,,,,,,,,,,,,,10.0,0.0513,0.949
845,36,OPP-000529,832,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
846,37,OPP-000544,854,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,1304.82,5922.74,326.205,6.349214072967156,0.702800818700851,4.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
847,38,OPP-000560,880,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,9309.83,0.0,0.0,22.701520517574856,1.6517363063946962,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
848,39,OPP-000563,885,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,41420.29,32370.4,20710.145,57.15155182900244,2.047627522254569,2.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
849,40,OPP-000565,886,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,2665.98,0.0,666.495,12.320750453019738,2.6669934575138554,4.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
850,41,OPP-000634,992,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,52054.07,23420.33,52054.07,81.40502691863918,2.5733124122831086,1.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
851,42,OPP-000635,994,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,18508.84,11950.4,9254.42,54.27509904140239,3.1447936046758587,2.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
852,43,OPP-000636,997,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,2288.39,0.0,0.0,6.130048458775217,0.4544748611784145,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
853,44,OPP-000646,1017,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,8415.45,0.0,4207.725,20.549962308769203,1.8346404765668003,2.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
854,45,OPP-000666,1041,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,7491.9,6375.63,7491.9,21.16497629926071,1.2729311619135,1.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
855,46,OPP-000712,1105,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,0.0,0.0,0.0,0.0,5.0,3.0,,,,,,,,,,,,,10.0,0.0513,0.949
856,47,OPP-000719,1113,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,424.88,6412.02,0.0,1.2995879295662984,0.0721903645368742,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
857,48,OPP-000772,1192,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,10123.41,2440.96,0.0,30.97021283625549,2.0105119120439143,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
858,49,OPP-000787,1214,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,2381.5600000000004,559.18,2381.5600000000004,12.271490153684756,1.7665393316767424,1.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
859,50,OPP-000793,1221,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,3330.39,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
860,51,OPP-000856,1321,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,1588.97,3914.34,794.485,8.004733410645034,1.5895740381344912,2.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
861,52,OPP-000862,1328,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,14752.12,12129.5,0.0,39.703800219144334,2.608091169300017,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
862,53,OPP-000873,1347,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,9165.18,13420.38,0.0,25.434762157036385,1.9980880645741477,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
863,54,OPP-000970,1499,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,28147.04,1450.62,9382.346666666666,76.67257774981137,4.592083818013629,3.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
864,55,OPP-000974,1504,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,3612.44,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
865,56,OPP-001002,1544,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,5473.31,538.15,2736.655,15.066097969508917,1.1318781536934404,2.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
